document_id,state,naics,harmonized_sector,contract_year,category,concept_id,concept_label,measurement_status,field_count,high_stakes_field_count,evidence_pointer,data_quality_flag
1004,MO,23731,Construction,2009,Safety,C_SAFETY_PPE_UNSAFE_WORK,Safety standards and OSHA 10 requirement,profile_only,,,Art. XXIII OSHA 10 (TOC line 69 page 27): OSHA 10-hour safety training requirement; construction site safety,
1004,MO,23731,Construction,2009,Scheduling,C_TIME_REGULAR_SCHEDULE,Regular hours and schedule structure,profile_only,,,Art. VI Sec. 1 (lines 296-299): regular workweek Mon-Fri; 40 hours; 5/8-hour or 4/10-hour day option; shift start betwee,
1007,MO,23731,Construction,2002,Compensation,C_WAGE_BASE_RATE,Base wage rates by Area and Group — Operating Engineers Local 101,needs_common_units,,,"Article XXV Area I: Group 1 $22.45, Group 2 $22.05, Group 3 $20.05 (May 1 2002); Area II: Group 1 $20.37, Group 2 $20.02",
1007,MO,23731,Construction,2002,Compensation,C_WAGE_INCREASES_COLA,"Annual wage/fringe increases at union option — $1.30/yr Area I, $1.15/yr Area II",needs_common_units,,,"Article XXV: Area I — $1.30 total increase effective May 1 2003, 2004, 2005 (at Union's option wages or fringes). Area I",
1007,MO,23731,Construction,2002,Compensation,C_WAGE_PROGRESSION,Apprentice wage progression — 65%/75%/85% of Group 1 rate by period,needs_common_units,,,"Article XXIV: Apprentice — First Period 65% Group 1, Second 75%, Third 85%. Apprentice-Oiler same % of Oiler rate. Kansa",
1007,MO,23731,Construction,2002,Compensation,C_PREMIUM_OVERTIME,Overtime — time and one-half over 10 hrs/day or 40 hrs/week; Sunday time and one-half; holiday time and one-half,profile_only,,,Article XII Section 12.1: regular workweek 40 hrs M-Sat; all work over 10 hrs/day or 40 hrs/week at 1.5x. Section 12.5: ,
1007,MO,23731,Construction,2002,Compensation,C_PREMIUM_SHIFT,"Shift differential — swing shift 25¢/hr, graveyard 50¢/hr (Area I and II)",profile_only,,,"Article XXIII Area I: SHIFT DIFFERENTIAL - THREE SHIFT OPERATION: Swing shift 25¢/hr, Graveyard 50¢/hr above regular rat",
1007,MO,23731,Construction,2002,Compensation,C_PREMIUM_CALL_IN_REPORTING,Show-up time — 1 hour if not set to work; 4 hours if put to work then stopped,profile_only,,,"Article XII Section 12.7: Workmen who report without notification shall receive 1 hour pay. If employee starts work, pai",
1007,MO,23731,Construction,2002,Compensation,C_PREMIUM_RESPONSIBILITY_SPECIALTY,Equipment capacity premiums — large clamshells/cranes/draglines/shovels 25-75¢/hr; miners tunnel premium 50¢/hr,needs_common_units,,,"Article XXIII Area I Premium Pay: Clamshells 3-yard+ 25¢, Cranes 100+ ft boom 25¢, 150+ ft 50¢, 200+ ft 75¢; Miners in t",
1007,MO,23731,Construction,2002,Leave,C_LEAVE_HOLIDAYS,Holidays — 6 named holidays; time and one-half for holiday work,profile_only,,,"Article XII Section 12.4: New Year's Day, Memorial Day, July Fourth, Labor Day, Thanksgiving, Christmas. If holiday on S",
1007,MO,23731,Construction,2002,Leave,C_LEAVE_VACATION,Vacation — fund-based accrual at $1.05/hr Area I; $0.35/hr Area II (increasing),needs_external_source,,,"Article XIV Section 14.3/14.10: Area I $1.05/hr to Vacation Fund. Area II $0.35/hr effective May 2002, increasing $0.35/",
1007,MO,23731,Construction,2002,Healthcare,C_HEALTH_MEDICAL_ACTIVE_CONTRIBUTION,"Health and Welfare Fund contributions — Area I $3.40/hr, Area II $3.15/hr",needs_external_source,,,Article XIV Section 14.1: Area I H&W $3.40/hr effective May 1 2002. Article XIV Section 14.8: Area II H&W $3.15/hr. Unio,
1007,MO,23731,Construction,2002,Ancillary,C_RETIREMENT_PENSION,Pension contributions — Area I $4.00/hr; Area II $3.15/hr to Central Pension Fund,needs_external_source,,,Article XIV Section 14.2: Area I $4.00/hr per payroll hour to Operating Engineers Local 101 Pension Trust Fund. Section ,
1007,MO,23731,Construction,2002,Scheduling,C_TIME_REGULAR_SCHEDULE,"Regular schedule — 40 hrs/week M-Sat, 8-10 hrs/day; workday starts 6AM-9AM at employer option",profile_only,,,Article XII Section 12.1: 40 hrs/week M-Sat; 10 hrs/day maximum straight time on 4-10 schedule. Section 12.3: work day s,
1007,MO,23731,Construction,2002,Scheduling,C_TIME_REST_MEAL_PERIODS,Lunch break — 30 minutes unpaid between 3rd and 6th hour; paid 1.5x if worked through,profile_only,,,Article XII Section 12.2: 30-minute unpaid lunch break between 3rd and 6th hour; employee paid 1.5x for working through ,
1007,MO,23731,Construction,2002,Disputes,C_GRIEVANCE_PROCEDURE,Grievance procedure — 3 steps with arbitration; 1-7-10 day timelines,profile_only,,,Article XVIII Section 18.2: Step 1 steward to superintendent within 1 working day; Step 2 written within 7 days; Step 3 ,
1007,MO,23731,Construction,2002,Disputes,C_ARBITRATION,Arbitration — final and binding; FMCS panel; equal cost split,profile_only,,,Article XVIII Section 18.3: impartial arbitrator decision final and binding; expenses shared equally. Section 18.4: arbi,
1007,MO,23731,Construction,2002,Disputes,C_DISCIPLINE_JUST_CAUSE,Just cause for discharge — implied by arbitration remedy,profile_only,,,Article VI Section 6.8: Employer may discharge for unsatisfactory work; Union may appeal under grievance procedure. Arti,
1007,MO,23731,Construction,2002,Safety,C_SAFETY_PPE_UNSAFE_WORK,Right to lay up unsafe machine; protective provisions for engineers,profile_only,,,"Article VI Section 6.4: Employer shall provide curtains, heaters, fans, protective covering, sanitary facilities, ice wa",
1007,MO,23731,Construction,2002,Security,C_JOB_SECURITY_LAYOFF_ORDER,Reduction of forces — steward retains seniority; recall from layoff provisions,profile_only,,,Article XI (Stewards) Section 11.3: steward has seniority in event of reduction of forces. Article IV 4.1(l): violation ,
1007,MO,23731,Construction,2002,Recognition,C_UNION_SECURITY_DUES_CHECKOFF,Union security — membership required within 8 days; dues checkoff for supplemental dues 50¢/hr,profile_only,,,Article V Section 5.1: membership required within 8th day of employment. Article XIV 14.5: supplemental dues 50¢/hr dedu,
1007,MO,23731,Construction,2002,Recognition,C_UNION_ACCESS_BUSINESS,Steward system — one steward per job; paid for steward duties during work hours,profile_only,,,Article XI Section 11.1-11.2: Union may appoint steward; steward permitted to perform duties during working hours as exp,
1007,MO,23731,Construction,2002,Recognition,C_HIRING_HALL_DISPATCH,Exclusive hiring hall referral — 4 priority groups; 12-hr/48-hr request-to-referral timeline,profile_only,,,Article IV Section 4.1: Union is sole and exclusive source of referrals; Groups A-D priority system based on experience ,
102,NJ,313222,Manufacturing,,Compensation,C_WAGE_INCREASES_COLA,"Wage increases — $0.25/hr effective May 1, 2005 and $0.15/hr effective May 1, 2006",needs_common_units,,,"[""MOA — $0.25/hr increase effective May 1, 2005; $0.15/hr increase effective May 1, 2006""]",
102,NJ,313222,Manufacturing,,Compensation,C_WAGE_INCREASES_COLA,Sign-on lump-sum bonus — $250 payable after ratification,needs_common_units,,,"[""MOA — $250.00 bonus payable first pay period following ratification of new contract""]",
102,NJ,313222,Manufacturing,,Healthcare,C_HEALTH_MEDICAL_ACTIVE_CONTRIBUTION,"Health fund contribution — employer contribution increased to $153/month effective March 1, 2006",needs_external_source,,,"[""MOA — 15% increase in health fund contribution effective March 1, 2006; from $133.00/month to $153.00/month per employ",
1021,MI,23622,Construction,2003,Compensation,C_WAGE_BASE_RATE,Base wage by classification — 2003-2004 schedule,needs_common_units,,,"[""Article V Section 1 (effective 6/1/2003-5/31/2004): Construction Laborer base $21.05/hr 1st shift; Foreman $22.30/hr; ",
1021,MI,23622,Construction,2003,Compensation,C_WAGE_INCREASES_COLA,Gross wage increase — $1.25/hr (2004) and $1.30/hr (2005),needs_common_units,,,"[""Article V: 'Effective June 2004, parties have agreed to a Gross Wage increase for the Construction Laborer of $1.25 pe",
1021,MI,23622,Construction,2003,Compensation,C_WAGE_PROGRESSION,Michigan Laborers' Statewide Apprenticeship Program wage ladder,needs_common_units,,,"[""Article V: apprenticeship table — 75% (0-1000 hrs), 80% (1001-2000), 85% (2001-3000), 95% (3001-4000); all percentages",
1021,MI,23622,Construction,2003,Compensation,C_PREMIUM_OVERTIME,Overtime and Sunday/holiday premium,profile_only,,,"[""Article XXI Section 1: 'One and one-half...for the first two (2) hours of premium time worked per day Mon-Fri; 8 hrs o",
1021,MI,23622,Construction,2003,Compensation,C_PREMIUM_SHIFT,Second shift differential,profile_only,,,"[""Article V Table header: '1st Shift' and '2nd Shift' columns; Construction Laborer 1st shift $21.05, 2nd shift $21.35 (",
1021,MI,23622,Construction,2003,Compensation,C_PREMIUM_CALL_IN_REPORTING,Call-back minimum pay and show-up time,profile_only,,,"[""Article V Section 8: 'called back to work within 24 hrs from start of regular shift...minimum of two (2) hours at doub",
1021,MI,23622,Construction,2003,Leave,C_LEAVE_HOLIDAYS,Holiday pay via Vacation and Holiday Trust Fund,needs_external_source,,,"[""Article XXI Section 3: 'All legal holidays shall be observed...New Year's Day, Memorial Day, Fourth of July, Labor Day",
1021,MI,23622,Construction,2003,Healthcare,C_HEALTH_MEDICAL_ACTIVE_CONTRIBUTION,Health and welfare employer contribution to Laborers' Metro Detroit H&W Fund,needs_external_source,,,"[""Article X Section 1: Employer pays $3.40/hr to Laborers' Metropolitan Detroit Health & Welfare Fund; Article V table s",
1021,MI,23622,Construction,2003,Ancillary,C_RETIREMENT_PENSION,Pension contributions to Laborers' Pension Trust Fund — Detroit and Vicinity,needs_external_source,,,"[""Article XI: $3.12/hr to Laborers' Pension Trust Fund - Detroit and Vicinity for all paid hours; Article V confirms $3.",
1021,MI,23622,Construction,2003,Ancillary,C_RETIREMENT_SAVINGS_ANNUITY,Annuity contributions to Laborers' Annuity Fund,needs_external_source,,,"[""Article XII and Article V: $2.50/hr annuity contribution; Note: $2.75/hr Oct 2003 period""]",
1021,MI,23622,Construction,2003,Disputes,C_GRIEVANCE_PROCEDURE,Written complaint to Joint Grievance Committee then arbitration,profile_only,,,"[""Article XXIII: written complaint within 24 hrs; meeting within 24 hrs; Joint Grievance Committee (3+3) within 5 workin",
1021,MI,23622,Construction,2003,Recognition,C_UNION_ACCESS_BUSINESS,Business Agent access to job sites; Steward provisions,profile_only,,,"[""Article II Section 2: 'Union representatives shall have access to all work sites for the purpose of administering the ",
1021,MI,23622,Construction,2003,Recognition,C_UNION_SECURITY_DUES_CHECKOFF,Union membership and dues checkoff via Vacation & Holiday Fund,profile_only,,,"[""Article IV Employment Section 4: 7-day union membership requirement; Article IX Dues Check-Off: working dues deducted ",
1021,MI,23622,Construction,2003,Safety,C_SAFETY_PPE_UNSAFE_WORK,"PPE, safety equipment, and firebrick/blast furnace safety provisions",profile_only,,,"[""Article II Section 4: 'Tools, rubber boots...shall be supplied by the Employer'; Article XXXI Sections 6-7: respirator",
1021,MI,23622,Construction,2003,Scheduling,C_TIME_REGULAR_SCHEDULE,"Regular hours — 8-hour day, Monday-Friday",profile_only,,,"[""Article XVIII Section 1: 'Eight (8) hours shall constitute a day's work between the hours of 8:00 a.m. and 4:30 p.m., ",
1021,MI,23622,Construction,2003,Scheduling,C_TIME_REST_MEAL_PERIODS,Beverage break provision,profile_only,,,"[""Article XVIII Section 6: '15 minutes in the middle of the first half of shift and once for 15 minutes in the middle of",
1021,MI,23622,Construction,2003,Recognition,C_RECOGNITION_COVERAGE_SCOPE,Multi-employer association agreement covering Wayne and Macomb counties,profile_only,,,"[""Preamble: AGC Greater Detroit Chapter and Laborers LIUNA Local 334, Metropolitan Area of Detroit comprising Wayne and ",
1021,MI,23622,Construction,2003,Ancillary,C_TRAINING_TUITION_CERTIFICATION,Michigan Laborers' Training Fund contributions and apprenticeship,needs_external_source,,,"[""Article XXVIII: $0.39/hr to Michigan Laborers' Training Fund; Article V confirms training fund line item; apprenticesh",
1023,MI,23622,Construction,2003,Compensation,C_WAGE_BASE_RATE,Base wage rates — Monroe County construction laborer classifications including shift differentials,needs_common_units,,,Article II: Construction Laborer 1st shift base wage $24.31 effective June 1 2003; Laborer Foreman $25.56; Mason Tender ,
1023,MI,23622,Construction,2003,Compensation,C_WAGE_INCREASES_COLA,"Annual package increases — $1.25/hr June 2004, $1.30/hr June 2005 (breakdown at Union option)",needs_common_units,,,Article II: Effective June 2004 Gross Wage increase $1.25/hr; June 2005 $1.30/hr; breakdown to be determined by Union. S,
1023,MI,23622,Construction,2003,Compensation,C_WAGE_PROGRESSION,Apprenticeship progression — 75%/80%/85%/95% of base rate by hours,needs_common_units,,,"Article II Michigan Laborers' Statewide Apprenticeship Program: 75% (0-1000 hrs), 80% (1001-2000), 85% (2001-3000), 95% ",
1023,MI,23622,Construction,2003,Compensation,C_PREMIUM_OVERTIME,Overtime — 1.5x after 8 hrs/day (4:30 PM weekdays); double time Sundays and holidays,profile_only,,,"Article XI Section 1: regular work day 8 hours, 8 AM to 4:30 PM; 1.5x for work after 4:30 PM Monday through Friday. Sect",
1023,MI,23622,Construction,2003,Compensation,C_PREMIUM_SHIFT,Shift differential — 2nd and 3rd shift premiums embedded in wage table ($0.30/$0.60 above 1st shift),needs_common_units,,,Article II wage tables: 2nd shift base wage $24.61 (+$0.30 above 1st shift $24.31); 3rd shift $24.91 (+$0.60). Article X,
1023,MI,23622,Construction,2003,Compensation,C_PREMIUM_CALL_IN_REPORTING,Callback — 2 hours minimum at double time for callback within 24 hours of completed shift,profile_only,,,Article II Section 5: if employee called back within 24 hours from start of regular shift after completing regular shift,
1023,MI,23622,Construction,2003,Leave,C_LEAVE_HOLIDAYS,"Holidays — all Saturdays, Sundays, plus 6 named legal holidays; double time for holiday work",profile_only,,,"Article XI Section 5(a): Saturdays, Sundays, New Year's Day, Memorial Day, Fourth of July, Labor Day, Thanksgiving, Chri",
1023,MI,23622,Construction,2003,Leave,C_LEAVE_VACATION,Vacation — fund-based accrual $3.60/hr deducted from wages and paid into Michigan Laborers' Vacation Fund,needs_external_source,,,Article II: Vacation $3.60/hr deducted from wages and paid to Michigan Laborers' Vacation Fund. Article II Section 14: V,
1023,MI,23622,Construction,2003,Healthcare,C_HEALTH_MEDICAL_ACTIVE_CONTRIBUTION,Health and Welfare Fund contributions — $2.95/hr to Michigan Laborers' H&W Fund,needs_external_source,,,Article II wage tables: Health & Welfare $2.95/hr for all shifts. Article II Section 11: paid on actual hours worked reg,
1023,MI,23622,Construction,2003,Ancillary,C_RETIREMENT_PENSION,Pension — $2.35/hr to Michigan Laborers' Pension Fund,needs_external_source,,,Article II wage tables: Pension $2.35/hr for all shifts. Article II Section 12: contributions on actual hours worked.,
1023,MI,23622,Construction,2003,Ancillary,C_RETIREMENT_SAVINGS_ANNUITY,Annuity — $2.40/hr to Michigan Laborers' Annuity Fund,needs_external_source,,,Article II wage tables: Annuity $2.40/hr for all shifts. Article II Section 13: paid to Michigan Laborers' Annuity Fund.,
1023,MI,23622,Construction,2003,Scheduling,C_TIME_REGULAR_SCHEDULE,"Regular schedule — 8 hours/day, 8 AM to 4:30 PM; flexible start 7-8 AM at employer option",profile_only,,,Article XI Section 1: regular work day 8 hours between 8 AM and 4:30 PM. Section 6 (Flexible Starting Time): Employer ma,
1023,MI,23622,Construction,2003,Scheduling,C_TIME_REST_MEAL_PERIODS,Beverage break — 10 minutes first part of shift; 15 minutes near 11th hour for 12-hr shifts; lunch paid at 1.5x if worked,profile_only,,,Article X Section 4: 10-minute beverage break in first part of shift. Section 5: 15-minute food/beverage break near 11th,
1023,MI,23622,Construction,2003,Disputes,C_GRIEVANCE_PROCEDURE,Grievance procedure — Labor Relations Committee; 48-hr notice before strike for wage violations,profile_only,,,Article XII Section 3: dispute goes to AGC Labor Director; then Labor Committee meets within 48 hrs; unresolved goes to ,
1023,MI,23622,Construction,2003,Disputes,C_ARBITRATION,"Arbitration — 3-person board (1 employer, 1 union, 1 impartial); majority decision binding",profile_only,,,Article XII Section 3: Arbitration Board of 2 (employer-appointed and union-appointed) plus one chosen by agreement or v,
1023,MI,23622,Construction,2003,Security,C_JOB_SECURITY_LAYOFF_ORDER,Layoff — steward last laid off (except 1 foreman); 1-hour advance notice required,profile_only,,,"Article XIV Section 3: Steward is last employee laid off (except one foreman), if capable of doing work. Article IX Sect",
1023,MI,23622,Construction,2003,Disputes,C_DISCIPLINE_JUST_CAUSE,Discharge — employer may discharge for unsatisfactory work; grievance appeal available,profile_only,,,Article VI Section 6.8 equivalent: Article IX Section 1(a)-(b): layoff/discharge terms; Article XII Section 3: arbitrato,
1023,MI,23622,Construction,2003,Safety,C_SAFETY_PPE_UNSAFE_WORK,"Safety — employer provides PPE, change house, tools; no excavation over 6 ft without shoring",profile_only,,,Declaration of Principles: Employer will employ all means of safety in compliance with all safety regulations. Article X,
1023,MI,23622,Construction,2003,Recognition,C_UNION_SECURITY_DUES_CHECKOFF,Union shop — membership required within 8th day; dues checkoff voluntary authorization,profile_only,,,Article I Section 2(a): employees must become Union members on or after 8th calendar day of employment. Section 3: Emplo,
1024,TX,23819,Construction,2007,Compensation,C_WAGE_BASE_RATE,Journeyman base wage rates by local union,needs_common_units,,,Wage pages: LOCAL UNION NO. 66 (SAN ANTONIO) table; LOCAL UNION NO. 84 (HOUSTON) table; LOCAL UNION NO. 135 (GALVESTON) ,
1024,TX,23819,Construction,2007,Compensation,C_WAGE_PROGRESSION,Apprentice wage progression as pct of journeyman base,needs_common_units,,,APPRENTICE WAGES section: six-month increment percentages 65/70/75/80/85/90%,
1024,TX,23819,Construction,2007,Compensation,C_WAGE_INCREASES_COLA,Scheduled journeyman wage increases across contract term,needs_common_units,,,Wage tables: LU 66 shows $17.40 (6/1/2007) rising to $18.65 (6/1/2009); LU 84 commercial $19.27 to $20.77; LU 263 $20.10,
1024,TX,23819,Construction,2007,Compensation,C_PREMIUM_OVERTIME,Overtime and holiday premium pay,profile_only,,,"OVERTIME AND HOLIDAYS section; WORK HOURS PER DAY Sections 6, 8, 9; SHIFT WORK section",
1024,TX,23819,Construction,2007,Compensation,C_PREMIUM_SHIFT,Shift work premium (paid hours vs worked hours differential),profile_only,,,SHIFT WORK section: 2nd shift works 7.5 hours receives 8 hours pay; 3rd shift works 7 hours receives 8 hours pay,
1024,TX,23819,Construction,2007,Compensation,C_PREMIUM_CALL_IN_REPORTING,Reporting time pay guarantee,profile_only,,,REPORTING TIME section: 2 hours pay if no work provided; 4 hours minimum if work is provided,
1024,TX,23819,Construction,2007,Leave,C_LEAVE_HOLIDAYS,Named holidays with double-time premium,profile_only,,,"OVERTIME AND HOLIDAYS section: New Year's Day, Memorial Day, July Fourth, Labor Day, Thanksgiving Day, Friday after Than",
1024,TX,23819,Construction,2007,Leave,C_LEAVE_VACATION,Vacation fund contribution (externally administered),needs_external_source,,,TEXAS IRON WORKERS' VACATION FUND CONTRIBUTION section; wage tables show per-hour vacation fund contribution rates by lo,
1024,TX,23819,Construction,2007,Healthcare,C_HEALTH_MEDICAL_ACTIVE_CONTRIBUTION,Health benefit fund employer contribution per hour,needs_external_source,,,HEALTH BENEFIT FUND CONTRIBUTION section; wage tables showing per-local Health Benefit Fund contribution (e.g. LU 66: $2,
1024,TX,23819,Construction,2007,Healthcare,C_HEALTH_MEDICAL_ACTIVE_PLAN_DESIGN,Active medical plan design (external trust),needs_external_source,,,HEALTH BENEFIT FUND CONTRIBUTION section references Zenith Administrators P.O. Box 721798 Houston TX,
1024,TX,23819,Construction,2007,Ancillary,C_RETIREMENT_PENSION,Pension fund contribution per hour,needs_external_source,,,PENSION FUND CONTRIBUTION section; wage tables showing $1.00/hr pension fund contribution across all locals,
1024,TX,23819,Construction,2007,Ancillary,C_RETIREMENT_SAVINGS_ANNUITY,Defined contribution retirement plan contribution per hour,needs_external_source,,,"DEFINED CONTRIBUTION RETIREMENT PLAN CONTRIBUTION section; wage tables showing $.50/hr (LU 66, 84, 135, 482) or $.70/hr ",
1024,TX,23819,Construction,2007,Disputes,C_GRIEVANCE_PROCEDURE,Settlement of disputes procedure,profile_only,,,SETTLEMENT OF DISPUTES section,
1024,TX,23819,Construction,2007,Disputes,C_ARBITRATION,Board of Arbitration — final and binding,profile_only,,,SETTLEMENT OF DISPUTES section: Board of Arbitration composed of 1 appointed by each party plus third via FMCS striking;,
1024,TX,23819,Construction,2007,Recognition,C_UNION_ACCESS_BUSINESS,Business Representative job-site access; Job Steward protection,profile_only,,,"BUSINESS REPRESENTATIVE section; JOB STEWARD section: Steward is last laid off, must be Journeyman, employer must notify",
1024,TX,23819,Construction,2007,Recognition,C_UNION_SECURITY_DUES_CHECKOFF,Working assessment and supplemental dues check-off,profile_only,,,"WORKING ASSESSMENT CHECK-OFF section; SUPPLEMENTAL DUES CHECK-OFF section: $0.22/hr supplemental dues (IWDC 5c, IPAL 1c,",
1024,TX,23819,Construction,2007,Safety,C_SAFETY_PPE_UNSAFE_WORK,"Safety, PPE, and mandatory OSHA training",profile_only,,,SAFETY section; MANDATORY SAFETY TRAINING section: OSHA 500 10-hour course required for all Journeymen and Apprentices; ,
1024,TX,23819,Construction,2007,Scheduling,C_TIME_REGULAR_SCHEDULE,Work hours per day — 8-hour and 10-hour schedule options,profile_only,,,WORK HOURS PER DAY Sections 1-9: 8hr/5day or 10hr/4day workweek at employer option; overtime after 10hr/day or 40hr/week,
1024,TX,23819,Construction,2007,Scheduling,C_TIME_REST_MEAL_PERIODS,Lunch period — 30 minutes at employer designation,profile_only,,,WORK HOURS PER DAY Section 5: 30-minute lunch between 3rd and 5th hour; TWO TEN-HOUR SHIFTS and TWO TWELVE-HOUR SHIFTS s,
1024,TX,23819,Construction,2007,Recognition,C_RECOGNITION_COVERAGE_SCOPE,Recognition of union for outside erection locals statewide TX,profile_only,,,"RECOGNITION section; TERRITORY section; territorial listings for LU 66, 84, 135, 482, 263",
1024,TX,23819,Construction,2007,Compensation,C_PREMIUM_ZONE_SUBSISTENCE,Subsistence/per diem for travel to distant projects,profile_only,,,LU 66 (SAN ANTONIO): $12/day subsistence beyond 60 miles; 1-hour travel time each way beyond 100 miles. LU 263 WEST TX &,
1024,TX,23819,Construction,2007,Ancillary,C_TRAINING_TUITION_CERTIFICATION,Apprenticeship Training Fund and mandatory OSHA certification,profile_only,,,APPRENTICESHIP TRAINING FUND CONTRIBUTION section; MANDATORY SAFETY TRAINING section,
1024,TX,23819,Construction,2007,Recognition,C_HIRING_HALL_DISPATCH,Hiring hall referral and 50% portability provision,profile_only,,,HIRING AND TRANSFER OF IRON WORKERS section: employer hires local; may bring 50% into any jurisdiction; 2nd hire is stew,
1029,WA,62111,Health care,2019,Compensation,C_WAGE_BASE_RATE,"Hourly wage rates — Appendix A (referenced, absent from OCR)",source_or_ocr_gap,,,"[""Article 9.1: 'Employees will be paid in accordance with the hourly wage schedule set forth in Appendix A'; Article 9.3",
1029,WA,62111,Health care,2019,Compensation,C_PREMIUM_SHIFT,"Shift differential — $2.00/hr evening, $3.00/hr night",profile_only,,,"[""Article 10.1: '$2.00 per hour over the hourly contract rates of pay' (3:00-11:30 PM); '$3.00 per hour' (11PM-7:30AM)""]",
1029,WA,62111,Health care,2019,Compensation,C_PREMIUM_CALL_IN_REPORTING,Callback pay — 1.5x minimum 3 hours from standby; call-back when not on standby,profile_only,,,"[""Article 10.3: 'any time worked during the callback shall be compensated at 1½ times the regular rate of pay for a mini",
1029,WA,62111,Health care,2019,Compensation,C_PREMIUM_STANDBY_ON_CALL,Standby pay — $4.00/hr; $5.00/hr after 40 standby hours,profile_only,,,"[""Article 10.2: '$4.00 per hour' standby; certain classifications receive '$5.00 per hour' after 40 standby hours/week (",
1029,WA,62111,Health care,2019,Compensation,C_PREMIUM_RESPONSIBILITY_SPECIALTY,"Lead pay, weekend premium, certification pay, preceptor pay",profile_only,,,"[""Article 10.4: lead pay $1.75/hr (eff. 2/1/2017); Article 10.5: weekend premium $2.50/hr (eff. 1/31/2020, was $2.00); A",
1029,WA,62111,Health care,2019,Compensation,C_PREMIUM_OVERTIME,Overtime at 1.5x; double time after 12 hrs or 16 hrs,profile_only,,,"[""Article 8.5: '1½ times the regular rate of pay for time worked in excess of the normal full-time work day or normal fu",
1029,WA,62111,Health care,2019,Leave,C_LEAVE_HOLIDAYS,10 paid holidays including 1 floating holiday,profile_only,,,"[""Article 11.3: 10 named holidays (New Year's, MLK, Presidents', Memorial Day, Independence Day, Labor Day, Veterans' Da",
1029,WA,62111,Health care,2019,Leave,C_LEAVE_VACATION,Vacation/Time Away accrual per Employer's plan,needs_external_source,,,"[""Article 11.1: 'Employees shall receive paid Time Away in accordance with Children's new plan' (effective March 11, 201",
